TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold	Best_annotation_level	Best_PWM_or_model	N_nonempty_annotation_columns
Q6V9R5	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_1,TFIIS_C,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,IGPD,DUF2387,KRAB,Trm112p,zf-trcl,CxxC_CxxC_SSSS,zf-C2H2_2,zf-C2HC_2,Ribosomal_L44			M00609_2.00 (51.3%);M00645_2.00 (50.0%);M00939_2.00 (57.6%);M00943_2.00 (57.6%);M00944_2.00 (58.8%);M00948_2.00 (58.8%);M00950_2.00 (60.0%);M00952_2.00 (57.6%);M00953_2.00 (58.8%);M00955_2.00 (60.0%);M00958_2.00 (57.6%);M00959_2.00 (60.0%);M00960_2.00 (58.8%);M01042_2.00 (53.3%);M01181_2.00 (50.6%);M01538_2.00 (55.8%);M01868_2.00 (51.5%);M02924_2.00 (57.5%);M04387_2.00 (50.9%);M04465_2.00 (50.3%);M04505_2.00 (51.4%);M04598_2.00 (51.3%);M04611_2.00 (54.3%);M04613_2.00 (53.6%);M04650_2.00 (54.6%);M07562_2.00 (52.5%);M07678_2.00 (50.8%);M07683_2.00 (50.3%);M08325_2.00 (56.3%);M08540_2.00 (50.0%);M08908_2.00 (52.3%);M08985_2.00 (55.2%);MA0750.1 (50.0%);MA1124.1 (53.9%);MA1601.1 (50.3%);MA1602.1 (51.8%)			Relatively_Homologous_PWM	M00609_2.00 (51.3%);M00645_2.00 (50.0%);M00939_2.00 (57.6%);M00943_2.00 (57.6%);M00944_2.00 (58.8%);M00948_2.00 (58.8%);M00950_2.00 (60.0%);M00952_2.00 (57.6%);M00953_2.00 (58.8%);M00955_2.00 (60.0%);M00958_2.00 (57.6%);M00959_2.00 (60.0%);M00960_2.00 (58.8%);M01042_2.00 (53.3%);M01181_2.00 (50.6%);M01538_2.00 (55.8%);M01868_2.00 (51.5%);M02924_2.00 (57.5%);M04387_2.00 (50.9%);M04465_2.00 (50.3%);M04505_2.00 (51.4%);M04598_2.00 (51.3%);M04611_2.00 (54.3%);M04613_2.00 (53.6%);M04650_2.00 (54.6%);M07562_2.00 (52.5%);M07678_2.00 (50.8%);M07683_2.00 (50.3%);M08325_2.00 (56.3%);M08540_2.00 (50.0%);M08908_2.00 (52.3%);M08985_2.00 (55.2%);MA0750.1 (50.0%);MA1124.1 (53.9%);MA1601.1 (50.3%);MA1602.1 (51.8%)	1
Q6VB84	Fork_head		M03741_2.00 (83.8%);M10565_2.00 (90.0%);M10570_2.00 (88.2%);MA0031.1 (88.4%);MA0041.1 (89.8%);MA0847.1 (79.0%)				Homologous_PWM	M03741_2.00 (83.8%);M10565_2.00 (90.0%);M10570_2.00 (88.2%);MA0031.1 (88.4%);MA0041.1 (89.8%);MA0847.1 (79.0%)	1
Q6VB86	Fork_head,Gly-zipper_OmpA		M03741_2.00 (82.8%);M10565_2.00 (88.1%);M10570_2.00 (71.4%);MA0031.1 (72.1%);MA0041.1 (87.8%);MA0847.1 (84.3%)				Homologous_PWM	M03741_2.00 (82.8%);M10565_2.00 (88.1%);M10570_2.00 (71.4%);MA0031.1 (72.1%);MA0041.1 (87.8%);MA0847.1 (84.3%)	1
Q6VMP0	PAX	MA0069.1					Identical_PWM	MA0069.1	1
Q6VUC0	TF_AP-2	MA1569.1					Identical_PWM	MA1569.1	1
Q6X7T3	zf-C2H2_4,C1_4,zf-C2H2,FYVE,TFIIS_C,zf-BED,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6,BolA			M00764_2.00 (61.0%);M00782_2.00 (57.5%);M00939_2.00 (66.6%);M00943_2.00 (61.9%);M00944_2.00 (65.4%);M00945_2.00 (53.4%);M00948_2.00 (61.9%);M00950_2.00 (63.0%);M00952_2.00 (63.0%);M00953_2.00 (64.2%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (61.9%);M00960_2.00 (64.2%);M01456_2.00 (54.7%);M02924_2.00 (58.4%);M04387_2.00 (55.8%);M04465_2.00 (51.0%);M04475_2.00 (53.6%);M04515_2.00 (52.6%);M04598_2.00 (56.5%);M04613_2.00 (58.6%);M04621_2.00 (59.7%);M04650_2.00 (59.2%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.0%);M07566_2.00 (54.0%);M07578_2.00 (53.3%);M07579_2.00 (58.2%);M07581_2.00 (56.1%);M07587_2.00 (51.0%);M07588_2.00 (50.2%);M07601_2.00 (52.7%);M07633_2.00 (51.7%);M07638_2.00 (59.2%);M07659_2.00 (53.0%);M07678_2.00 (61.1%);M07731_2.00 (52.5%);M07753_2.00 (57.4%);M07770_2.00 (50.0%);M08247_2.00 (52.4%);M08254_2.00 (51.9%);M08255_2.00 (54.0%);M08267_2.00 (55.6%);M08292_2.00 (55.2%);M08314_2.00 (50.2%);M08325_2.00 (58.0%);M08329_2.00 (54.0%);M08334_2.00 (53.6%);M08335_2.00 (51.3%);M08355_2.00 (55.5%);M08357_2.00 (51.7%);M08373_2.00 (51.8%);M08375_2.00 (54.7%);M08386_2.00 (52.5%);M08392_2.00 (52.7%);M08395_2.00 (55.3%);M08901_2.00 (52.8%);M08985_2.00 (59.8%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (60.8%);MA1154.1 (51.7%);MA1596.1 (52.4%);MA1602.1 (51.9%);MA1656.1 (51.1%)			Relatively_Homologous_PWM	M00764_2.00 (61.0%);M00782_2.00 (57.5%);M00939_2.00 (66.6%);M00943_2.00 (61.9%);M00944_2.00 (65.4%);M00945_2.00 (53.4%);M00948_2.00 (61.9%);M00950_2.00 (63.0%);M00952_2.00 (63.0%);M00953_2.00 (64.2%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (61.9%);M00960_2.00 (64.2%);M01456_2.00 (54.7%);M02924_2.00 (58.4%);M04387_2.00 (55.8%);M04465_2.00 (51.0%);M04475_2.00 (53.6%);M04515_2.00 (52.6%);M04598_2.00 (56.5%);M04613_2.00 (58.6%);M04621_2.00 (59.7%);M04650_2.00 (59.2%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.0%);M07566_2.00 (54.0%);M07578_2.00 (53.3%);M07579_2.00 (58.2%);M07581_2.00 (56.1%);M07587_2.00 (51.0%);M07588_2.00 (50.2%);M07601_2.00 (52.7%);M07633_2.00 (51.7%);M07638_2.00 (59.2%);M07659_2.00 (53.0%);M07678_2.00 (61.1%);M07731_2.00 (52.5%);M07753_2.00 (57.4%);M07770_2.00 (50.0%);M08247_2.00 (52.4%);M08254_2.00 (51.9%);M08255_2.00 (54.0%);M08267_2.00 (55.6%);M08292_2.00 (55.2%);M08314_2.00 (50.2%);M08325_2.00 (58.0%);M08329_2.00 (54.0%);M08334_2.00 (53.6%);M08335_2.00 (51.3%);M08355_2.00 (55.5%);M08357_2.00 (51.7%);M08373_2.00 (51.8%);M08375_2.00 (54.7%);M08386_2.00 (52.5%);M08392_2.00 (52.7%);M08395_2.00 (55.3%);M08901_2.00 (52.8%);M08985_2.00 (59.8%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (60.8%);MA1154.1 (51.7%);MA1596.1 (52.4%);MA1602.1 (51.9%);MA1656.1 (51.1%)	1
Q6XD76	DUF4415,HLH			M00756_2.00 (51.0%);M04156_2.00 (50.0%);M04210_2.00 (50.7%);M05965_2.00 (50.0%);MA0048.1 (51.0%);MA0607.1 (53.1%);MA0816.1 (60.3%);MA1100.1 (57.6%);MA1472.1 (53.1%);MA1485.1 (50.0%);MA1529.1 (51.0%);MA1618.1 (50.0%)			Relatively_Homologous_PWM	M00756_2.00 (51.0%);M04156_2.00 (50.0%);M04210_2.00 (50.7%);M05965_2.00 (50.0%);MA0048.1 (51.0%);MA0607.1 (53.1%);MA0816.1 (60.3%);MA1100.1 (57.6%);MA1472.1 (53.1%);MA1485.1 (50.0%);MA1529.1 (51.0%);MA1618.1 (50.0%)	1
Q6XYB7	Homeobox	MA0699.1					Identical_PWM	MA0699.1	1
Q6YFJ8	HTH_Tnp_IS1,Ribosomal_S13_N,Homeobox,HTH_32,HTH_29,HTH_23,PAX		M02425_2.00 (83.3%);M02426_2.00 (74.0%);M02690_2.00 (99.6%);M03294_2.00 (89.2%);M03945_2.00 (74.8%);M03947_2.00 (72.2%);MA0067.1 (89.6%);MA0779.1 (70.3%);MA0781.1 (71.9%)				Homologous_PWM	M02425_2.00 (83.3%);M02426_2.00 (74.0%);M02690_2.00 (99.6%);M03294_2.00 (89.2%);M03945_2.00 (74.8%);M03947_2.00 (72.2%);MA0067.1 (89.6%);MA0779.1 (70.3%);MA0781.1 (71.9%)	1
Q6ZMM6	Hormone_recep,zf-C4		M05604_2.00 (99.8%);MA1112.1 (99.8%)				Homologous_PWM	M05604_2.00 (99.8%);MA1112.1 (99.8%)	1
Q6ZMS7	zf-C2H2_4,zf-C2H2,zf-CHCC,Zn_ribbon_recom,DUF3669,zf-C2H2_jaz,zf-H2C2_2,zf-TFIIB,Cys_rich_CPXG,OrfB_Zn_ribbon,C1_4,zf-RING_3,zinc_ribbon_5,HNH,Zn_Tnp_IS1595,zf-Mss51,Terminase_GpA,zf-C2H2_6,KRAB,ADK_lid,zf-H2C2_5,DZR,DUF1610,zinc_ribbon_4,CxxC_CxxC_SSSS,zf-C2HC_2,DUF164,CpXC,FYDLN_acid,HTH_Tnp_IS66	M07757_2.00					Identical_PWM	M07757_2.00	1
Q6ZMV8	zf-C2H2_4,zf-C2H2,YEATS,Evr1_Alr,Prok-RING_2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,DUF1495,C1_4,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,Desulfoferrod_N,KRAB,SprT-like,DNA_RNApol_7kD,DUF1610,CxxC_CxxC_SSSS,DUF164,BolA		M00955_2.00 (75.0%);M07687_2.00 (70.7%);M07715_2.00 (73.2%)				Homologous_PWM	M00955_2.00 (75.0%);M07687_2.00 (70.7%);M07715_2.00 (73.2%)	1
Q6ZMW2	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,ZZ,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,C1_1,zf-C2HC_2,GAGA,FYDLN_acid,zf-C2H2_6,GATA	M07706_2.00					Identical_PWM	M07706_2.00	1
Q6ZMW8	zf-C2H2_4,zf-C2H2,Mito_fiss_reg,Zip,zf-C2H2_3,zf-C2H2_jaz,zf-met,Homeobox,CxxC_CxxC_SSSS,SAPS,zf-C2H2_2,Homeobox_KN			M01849_2.00 (51.5%);M02105_2.00 (51.1%);M02108_2.00 (67.7%);M02182_2.00 (52.6%);M05065_2.00 (50.8%);M06304_2.00 (56.1%);M09137_2.00 (50.8%);MA0135.1 (50.8%);MA0704.1 (50.8%)			Relatively_Homologous_PWM	M01849_2.00 (51.5%);M02105_2.00 (51.1%);M02108_2.00 (67.7%);M02182_2.00 (52.6%);M05065_2.00 (50.8%);M06304_2.00 (56.1%);M09137_2.00 (50.8%);MA0135.1 (50.8%);MA0704.1 (50.8%)	1
Q6ZMY9	zf-C2H2_4,zf-C2H2,DNA_RNApol_7kD,Prok-RING_1,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6,LIM			M00782_2.00 (50.4%);M00939_2.00 (55.2%);M00943_2.00 (55.2%);M00944_2.00 (56.4%);M00945_2.00 (50.5%);M00948_2.00 (55.2%);M00950_2.00 (57.6%);M00952_2.00 (55.2%);M00953_2.00 (56.4%);M00955_2.00 (56.4%);M00958_2.00 (55.9%);M00959_2.00 (56.4%);M00960_2.00 (58.8%);M01456_2.00 (50.0%);M01474_2.00 (52.6%);M02924_2.00 (53.0%);M04387_2.00 (55.5%);M04465_2.00 (51.4%);M04598_2.00 (54.3%);M07562_2.00 (54.7%);M07579_2.00 (50.4%);M08255_2.00 (51.0%);M08325_2.00 (52.8%);M08347_2.00 (50.6%);M08355_2.00 (51.2%);M08901_2.00 (50.3%);M08985_2.00 (57.8%);MA0516.1 (50.0%);MA1124.1 (55.5%);MA1602.1 (51.2%)			Relatively_Homologous_PWM	M00782_2.00 (50.4%);M00939_2.00 (55.2%);M00943_2.00 (55.2%);M00944_2.00 (56.4%);M00945_2.00 (50.5%);M00948_2.00 (55.2%);M00950_2.00 (57.6%);M00952_2.00 (55.2%);M00953_2.00 (56.4%);M00955_2.00 (56.4%);M00958_2.00 (55.9%);M00959_2.00 (56.4%);M00960_2.00 (58.8%);M01456_2.00 (50.0%);M01474_2.00 (52.6%);M02924_2.00 (53.0%);M04387_2.00 (55.5%);M04465_2.00 (51.4%);M04598_2.00 (54.3%);M07562_2.00 (54.7%);M07579_2.00 (50.4%);M08255_2.00 (51.0%);M08325_2.00 (52.8%);M08347_2.00 (50.6%);M08355_2.00 (51.2%);M08901_2.00 (50.3%);M08985_2.00 (57.8%);MA0516.1 (50.0%);MA1124.1 (55.5%);MA1602.1 (51.2%)	1
Q6ZN06	zf-C2H2_4,zf-C2H2,UPF0547,C1_3,zf-C2H2_jaz,zf-met,XPA_N,zf-H2C2_2,C1_1,MBD,C1_4,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,DUF1407,Prok-RING_1,KRAB,ZZ,CxxC_CxxC_SSSS,BolA		M07618_2.00 (73.1%);M07701_2.00 (79.2%);M07723_2.00 (71.7%);M07754_2.00 (73.3%)				Homologous_PWM	M07618_2.00 (73.1%);M07701_2.00 (79.2%);M07723_2.00 (71.7%);M07754_2.00 (73.3%)	1
Q6ZN08	zf-C2H2_4,C1_4,zf-C2H2,Desulfoferrod_N,C1_3,zf-C2H2_jaz,zf-trcl,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,DUF164,zf-C2H2_6		M00955_2.00 (77.6%);M07565_2.00 (74.5%);M07687_2.00 (77.6%);M07761_2.00 (72.3%);M07775_2.00 (71.0%);M08381_2.00 (70.2%)				Homologous_PWM	M00955_2.00 (77.6%);M07565_2.00 (74.5%);M07687_2.00 (77.6%);M07761_2.00 (72.3%);M07775_2.00 (71.0%);M08381_2.00 (70.2%)	1
Q6ZN11	zf-C2H2_4,zf-C2H2,FYVE,KRAB,XPA_N,LIM,zf-H2C2_2,CxxC_CxxC_SSSS,Chordopox_RPO7,C1_1,zf-C2H2_6,zf-UBP,BolA	M07688_2.00					Identical_PWM	M07688_2.00	1
Q6ZN18	zf-C2H2_4,zf-C2H2,DUF4366,zf-H2C2_2,Nucleoplasmin			M01529_2.00 (51.3%)			Relatively_Homologous_PWM	M01529_2.00 (51.3%)	1
Q6ZN19	zf-C2H2_4,Pox_A9,zf-C2H2,Prok-RING_1,HNH,zf-C2H2_jaz,ZZ,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Siva,GAGA,C1_1,Zn_Tnp_IS1595,zf-C2H2_6,BolA			M00134_2.00 (55.7%);M00142_2.00 (51.0%);M00217_2.00 (50.0%);M00609_2.00 (51.8%);M00621_2.00 (52.5%);M00782_2.00 (56.4%);M00786_2.00 (52.3%);M00939_2.00 (63.5%);M00943_2.00 (63.8%);M00944_2.00 (65.8%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (66.2%);M00952_2.00 (65.8%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (66.2%);M00959_2.00 (65.8%);M00960_2.00 (66.2%);M01042_2.00 (51.1%);M01456_2.00 (52.8%);M01474_2.00 (50.0%);M01538_2.00 (53.3%);M02896_2.00 (50.0%);M02924_2.00 (60.3%);M04387_2.00 (57.5%);M04465_2.00 (54.6%);M04505_2.00 (51.7%);M04536_2.00 (52.3%);M04598_2.00 (58.2%);M04611_2.00 (55.1%);M04621_2.00 (53.5%);M04650_2.00 (54.1%);M07578_2.00 (56.3%);M07579_2.00 (56.6%);M07581_2.00 (50.0%);M07582_2.00 (54.0%);M07590_2.00 (55.4%);M07610_2.00 (55.8%);M07618_2.00 (50.7%);M07635_2.00 (51.9%);M07657_2.00 (52.6%);M07658_2.00 (52.4%);M07660_2.00 (52.5%);M07667_2.00 (53.5%);M07683_2.00 (54.4%);M07684_2.00 (51.4%);M07686_2.00 (54.7%);M07687_2.00 (55.7%);M07689_2.00 (54.1%);M07699_2.00 (57.4%);M07700_2.00 (54.1%);M07707_2.00 (51.7%);M07714_2.00 (52.4%);M07720_2.00 (50.0%);M07729_2.00 (51.3%);M07747_2.00 (51.4%);M07753_2.00 (51.8%);M07754_2.00 (52.0%);M07761_2.00 (52.6%);M07764_2.00 (55.4%);M07777_2.00 (51.0%);M08252_2.00 (53.2%);M08254_2.00 (50.9%);M08255_2.00 (51.1%);M08256_2.00 (50.3%);M08267_2.00 (55.6%);M08274_2.00 (51.8%);M08283_2.00 (53.6%);M08291_2.00 (52.1%);M08320_2.00 (52.5%);M08325_2.00 (60.0%);M08329_2.00 (55.2%);M08334_2.00 (53.1%);M08347_2.00 (55.4%);M08355_2.00 (55.4%);M08371_2.00 (53.1%);M08373_2.00 (51.4%);M08375_2.00 (56.8%);M08390_2.00 (50.0%);M08395_2.00 (53.5%);M08540_2.00 (51.0%);M08860_2.00 (53.9%);M08901_2.00 (55.7%);M08908_2.00 (50.0%);M08917_2.00 (50.3%);M08934_2.00 (55.7%);M08944_2.00 (52.6%);M08985_2.00 (55.7%);M10303_2.00 (50.6%);MA0731.1 (50.0%);MA1124.1 (51.1%);MA1154.1 (51.3%);MA1587.1 (57.7%);MA1589.1 (53.5%);MA1597.1 (51.2%);MA1601.1 (54.4%);MA1602.1 (50.9%);MA1656.1 (50.2%)			Relatively_Homologous_PWM	M00134_2.00 (55.7%);M00142_2.00 (51.0%);M00217_2.00 (50.0%);M00609_2.00 (51.8%);M00621_2.00 (52.5%);M00782_2.00 (56.4%);M00786_2.00 (52.3%);M00939_2.00 (63.5%);M00943_2.00 (63.8%);M00944_2.00 (65.8%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (66.2%);M00952_2.00 (65.8%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (66.2%);M00959_2.00 (65.8%);M00960_2.00 (66.2%);M01042_2.00 (51.1%);M01456_2.00 (52.8%);M01474_2.00 (50.0%);M01538_2.00 (53.3%);M02896_2.00 (50.0%);M02924_2.00 (60.3%);M04387_2.00 (57.5%);M04465_2.00 (54.6%);M04505_2.00 (51.7%);M04536_2.00 (52.3%);M04598_2.00 (58.2%);M04611_2.00 (55.1%);M04621_2.00 (53.5%);M04650_2.00 (54.1%);M07578_2.00 (56.3%);M07579_2.00 (56.6%);M07581_2.00 (50.0%);M07582_2.00 (54.0%);M07590_2.00 (55.4%);M07610_2.00 (55.8%);M07618_2.00 (50.7%);M07635_2.00 (51.9%);M07657_2.00 (52.6%);M07658_2.00 (52.4%);M07660_2.00 (52.5%);M07667_2.00 (53.5%);M07683_2.00 (54.4%);M07684_2.00 (51.4%);M07686_2.00 (54.7%);M07687_2.00 (55.7%);M07689_2.00 (54.1%);M07699_2.00 (57.4%);M07700_2.00 (54.1%);M07707_2.00 (51.7%);M07714_2.00 (52.4%);M07720_2.00 (50.0%);M07729_2.00 (51.3%);M07747_2.00 (51.4%);M07753_2.00 (51.8%);M07754_2.00 (52.0%);M07761_2.00 (52.6%);M07764_2.00 (55.4%);M07777_2.00 (51.0%);M08252_2.00 (53.2%);M08254_2.00 (50.9%);M08255_2.00 (51.1%);M08256_2.00 (50.3%);M08267_2.00 (55.6%);M08274_2.00 (51.8%);M08283_2.00 (53.6%);M08291_2.00 (52.1%);M08320_2.00 (52.5%);M08325_2.00 (60.0%);M08329_2.00 (55.2%);M08334_2.00 (53.1%);M08347_2.00 (55.4%);M08355_2.00 (55.4%);M08371_2.00 (53.1%);M08373_2.00 (51.4%);M08375_2.00 (56.8%);M08390_2.00 (50.0%);M08395_2.00 (53.5%);M08540_2.00 (51.0%);M08860_2.00 (53.9%);M08901_2.00 (55.7%);M08908_2.00 (50.0%);M08917_2.00 (50.3%);M08934_2.00 (55.7%);M08944_2.00 (52.6%);M08985_2.00 (55.7%);M10303_2.00 (50.6%);MA0731.1 (50.0%);MA1124.1 (51.1%);MA1154.1 (51.3%);MA1587.1 (57.7%);MA1589.1 (53.5%);MA1597.1 (51.2%);MA1601.1 (54.4%);MA1602.1 (50.9%);MA1656.1 (50.2%)	1
Q6ZN29	zf-C2H2_4,zf-C2H2,zf-met,Homeobox,zf-C2H2_2,zf-C2H2_6,Homeobox_KN			M01849_2.00 (53.2%);M02105_2.00 (50.8%);M02108_2.00 (67.5%);M02182_2.00 (52.6%);M05065_2.00 (50.8%);M06304_2.00 (56.1%);M09137_2.00 (50.8%);MA0135.1 (50.8%);MA0704.1 (50.8%)			Relatively_Homologous_PWM	M01849_2.00 (53.2%);M02105_2.00 (50.8%);M02108_2.00 (67.5%);M02182_2.00 (52.6%);M05065_2.00 (50.8%);M06304_2.00 (56.1%);M09137_2.00 (50.8%);MA0135.1 (50.8%);MA0704.1 (50.8%)	1
Q6ZN32	Ets,HSF_DNA-bind		MA0760.1 (86.2%);MA0763.1 (84.4%)				Homologous_PWM	MA0760.1 (86.2%);MA0763.1 (84.4%)	1
Q6ZN55	zf-C2H2_4,C1_4,Elf1,zf-C2H2,CpXC,zf-C2H2_jaz,zf-met,DUF4106,zf-H2C2_2,C1_1,zf-H2C2_5,FYDLN_acid,zf-C2H2_6,zf-LYAR,BolA	M08239_2.00					Identical_PWM	M08239_2.00	1
Q6ZN57	zf-C2H2_4,Ribosomal_L37ae,zf-C2H2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Yippee,C1_1,C1_4,zf-RING_3,TFIIS_C,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,Prok-RING_1,PHD,ZZ,LIM,GATA,Rpr2,zf-BED,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,zf-C2HC_2,CpXC,Ribosomal_L44,BolA		M00944_2.00 (71.7%);M00953_2.00 (75.2%);M00960_2.00 (70.5%)				Homologous_PWM	M00944_2.00 (71.7%);M00953_2.00 (75.2%);M00960_2.00 (70.5%)	1
Q6ZN79	zf-C2H2_4,zf-C2H2,KRAB,XPA_N,zf-H2C2_2,zf-Sec23_Sec24,GAGA,DUF3198		M07763_2.00 (94.6%)				Homologous_PWM	M07763_2.00 (94.6%)	1
Q6ZNA0	zf-C2H2_4,zf-C2H2,Zn_ribbon_recom,C1_3,zf-C2H2_jaz,zf-met,XPA_N,zf-H2C2_2,Yippee,C1_4,TFIIS_C,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,Prok-RING_1,zf-HIT,DZR,LIM,zf-BED,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,CpXC,FYDLN_acid		M00943_2.00 (72.9%);M00948_2.00 (71.7%);M00950_2.00 (70.5%);M00952_2.00 (71.7%);M00953_2.00 (71.7%);M00958_2.00 (72.9%);M00959_2.00 (70.5%);M00960_2.00 (73.8%)				Homologous_PWM	M00943_2.00 (72.9%);M00948_2.00 (71.7%);M00950_2.00 (70.5%);M00952_2.00 (71.7%);M00953_2.00 (71.7%);M00958_2.00 (72.9%);M00959_2.00 (70.5%);M00960_2.00 (73.8%)	1
